idx,label
v_BoxingPunchingBag_g23_c02,BoxingPunchingBag
v_PoleVault_g19_c03,PoleVault
v_PlayingDhol_g21_c01,PlayingDhol
v_MoppingFloor_g25_c03,MoppingFloor
v_Haircut_g19_c06,Haircut
v_BalanceBeam_g18_c03,BalanceBeam
v_Rowing_g21_c01,Rowing
v_Typing_g23_c03,Typing
v_JavelinThrow_g12_c03,JavelinThrow
v_ApplyLipstick_g10_c02,ApplyLipstick
v_HeadMassage_g08_c04,HeadMassage
v_CricketBowling_g22_c01,CricketBowling
v_CricketShot_g20_c05,CricketShot
v_BabyCrawling_g22_c01,BabyCrawling
v_TableTennisShot_g09_c07,TableTennisShot
v_HorseRiding_g09_c05,HorseRiding
v_Haircut_g12_c04,Haircut
v_BoxingSpeedBag_g18_c02,BoxingSpeedBag
v_PommelHorse_g19_c04,PommelHorse
v_HandstandWalking_g11_c01,HandstandWalking
v_HorseRace_g15_c04,HorseRace
v_SoccerJuggling_g16_c03,SoccerJuggling
v_PlayingGuitar_g16_c03,PlayingGuitar
v_ApplyLipstick_g09_c04,ApplyLipstick
v_Surfing_g15_c04,Surfing
v_PlayingDhol_g21_c04,PlayingDhol
v_CliffDiving_g24_c03,CliffDiving
v_BlowDryHair_g25_c03,BlowDryHair
v_RopeClimbing_g25_c04,RopeClimbing
v_PullUps_g17_c04,PullUps
v_SoccerJuggling_g25_c01,SoccerJuggling
v_PlayingDhol_g13_c04,PlayingDhol
v_Kayaking_g10_c04,Kayaking
v_Skijet_g15_c03,Skijet
v_TennisSwing_g09_c02,TennisSwing
v_ThrowDiscus_g12_c04,ThrowDiscus
v_MilitaryParade_g13_c03,MilitaryParade
v_SkyDiving_g23_c02,SkyDiving
v_MoppingFloor_g09_c01,MoppingFloor
v_Punch_g18_c05,Punch
v_BalanceBeam_g10_c02,BalanceBeam
v_BandMarching_g11_c01,BandMarching
v_Billiards_g17_c04,Billiards
v_PushUps_g12_c01,PushUps
v_PlayingPiano_g22_c01,PlayingPiano
v_Skiing_g20_c06,Skiing
v_Surfing_g09_c02,Surfing
v_WritingOnBoard_g15_c03,WritingOnBoard
v_Rowing_g11_c03,Rowing
v_YoYo_g23_c01,YoYo
v_StillRings_g10_c05,StillRings
v_Shotput_g24_c04,Shotput
v_Haircut_g21_c01,Haircut
v_PullUps_g09_c03,PullUps
v_Nunchucks_g14_c01,Nunchucks
v_PlayingDaf_g11_c06,PlayingDaf
v_PommelHorse_g19_c06,PommelHorse
v_Skiing_g21_c04,Skiing
v_PlayingDhol_g21_c03,PlayingDhol
v_SoccerPenalty_g13_c01,SoccerPenalty
v_BandMarching_g12_c01,BandMarching
v_BasketballDunk_g19_c03,BasketballDunk
v_RopeClimbing_g13_c07,RopeClimbing
v_Shotput_g08_c01,Shotput
v_FloorGymnastics_g17_c01,FloorGymnastics
v_SoccerJuggling_g10_c02,SoccerJuggling
v_CuttingInKitchen_g08_c02,CuttingInKitchen
v_SoccerPenalty_g10_c01,SoccerPenalty
v_HammerThrow_g14_c01,HammerThrow
v_BodyWeightSquats_g20_c06,BodyWeightSquats
v_PlayingSitar_g18_c02,PlayingSitar
v_RopeClimbing_g10_c03,RopeClimbing
v_Fencing_g08_c03,Fencing
v_BoxingPunchingBag_g23_c07,BoxingPunchingBag
v_Skijet_g12_c01,Skijet
v_TableTennisShot_g11_c04,TableTennisShot
v_Knitting_g22_c02,Knitting
v_SumoWrestling_g11_c01,SumoWrestling
v_PlayingCello_g23_c02,PlayingCello
v_FieldHockeyPenalty_g10_c07,FieldHockeyPenalty
v_Bowling_g08_c06,Bowling
v_ApplyLipstick_g25_c04,ApplyLipstick
v_CuttingInKitchen_g25_c05,CuttingInKitchen
v_BabyCrawling_g22_c07,BabyCrawling
v_FieldHockeyPenalty_g22_c02,FieldHockeyPenalty
v_JumpingJack_g10_c04,JumpingJack
v_Mixing_g25_c02,Mixing
v_Biking_g10_c03,Biking
v_PlayingPiano_g15_c03,PlayingPiano
v_ApplyEyeMakeup_g13_c05,ApplyEyeMakeup
v_Punch_g25_c02,Punch
v_PoleVault_g08_c02,PoleVault
v_MoppingFloor_g13_c04,MoppingFloor
v_LongJump_g22_c03,LongJump
v_PlayingGuitar_g11_c07,PlayingGuitar
v_PizzaTossing_g10_c03,PizzaTossing
v_HorseRiding_g24_c05,HorseRiding
v_Archery_g11_c03,Archery
v_PushUps_g22_c03,PushUps
v_ApplyEyeMakeup_g23_c03,ApplyEyeMakeup
v_BlowDryHair_g08_c01,BlowDryHair
v_VolleyballSpiking_g11_c01,VolleyballSpiking
v_CricketShot_g21_c06,CricketShot
v_CricketBowling_g18_c02,CricketBowling
v_SalsaSpin_g09_c04,SalsaSpin
v_HandStandPushups_g11_c01,HandStandPushups
v_PlayingDaf_g16_c06,PlayingDaf
v_SumoWrestling_g10_c04,SumoWrestling
v_Rowing_g14_c04,Rowing
v_StillRings_g10_c04,StillRings
v_HulaHoop_g11_c02,HulaHoop
v_PlayingDhol_g19_c04,PlayingDhol
v_PlayingFlute_g18_c03,PlayingFlute
v_CricketShot_g14_c04,CricketShot
v_Diving_g15_c01,Diving
v_SoccerJuggling_g20_c05,SoccerJuggling
v_PlayingDaf_g10_c04,PlayingDaf
v_MoppingFloor_g15_c04,MoppingFloor
v_CliffDiving_g10_c04,CliffDiving
v_FrontCrawl_g10_c05,FrontCrawl
v_Skiing_g08_c03,Skiing
v_VolleyballSpiking_g17_c03,VolleyballSpiking
v_SoccerPenalty_g18_c05,SoccerPenalty
v_TennisSwing_g23_c03,TennisSwing
v_BaseballPitch_g22_c07,BaseballPitch
v_Archery_g25_c02,Archery
v_PlayingSitar_g08_c03,PlayingSitar
v_Billiards_g24_c02,Billiards
v_Rafting_g14_c05,Rafting
v_Archery_g19_c01,Archery
v_FieldHockeyPenalty_g25_c03,FieldHockeyPenalty
v_PlayingFlute_g15_c05,PlayingFlute
v_CliffDiving_g15_c02,CliffDiving
v_Hammering_g22_c03,Hammering
v_Punch_g18_c01,Punch
v_PlayingDaf_g10_c03,PlayingDaf
v_PlayingFlute_g13_c04,PlayingFlute
v_HulaHoop_g18_c04,HulaHoop
v_Rowing_g10_c06,Rowing
v_TrampolineJumping_g10_c01,TrampolineJumping
v_PlayingDaf_g23_c03,PlayingDaf
v_BalanceBeam_g23_c04,BalanceBeam
v_CliffDiving_g16_c03,CliffDiving
v_PlayingViolin_g20_c04,PlayingViolin
v_BlowDryHair_g12_c03,BlowDryHair
v_Hammering_g18_c03,Hammering
v_Archery_g16_c03,Archery
v_CuttingInKitchen_g15_c01,CuttingInKitchen
v_CleanAndJerk_g24_c02,CleanAndJerk
v_YoYo_g19_c05,YoYo
v_PlayingDaf_g14_c02,PlayingDaf
v_SkyDiving_g19_c02,SkyDiving
v_BoxingSpeedBag_g15_c03,BoxingSpeedBag
v_GolfSwing_g19_c05,GolfSwing
v_TennisSwing_g09_c05,TennisSwing
v_SumoWrestling_g25_c03,SumoWrestling
v_Archery_g10_c05,Archery
v_ThrowDiscus_g18_c03,ThrowDiscus
v_TennisSwing_g13_c05,TennisSwing
v_Skiing_g13_c07,Skiing
v_SalsaSpin_g18_c01,SalsaSpin
v_LongJump_g21_c03,LongJump
v_BlowingCandles_g10_c04,BlowingCandles
v_Diving_g21_c03,Diving
v_PommelHorse_g19_c02,PommelHorse
v_PlayingFlute_g19_c05,PlayingFlute
v_BlowingCandles_g18_c03,BlowingCandles
v_Skiing_g25_c02,Skiing
v_BandMarching_g13_c03,BandMarching
v_PlayingViolin_g22_c03,PlayingViolin
v_BlowDryHair_g22_c02,BlowDryHair
v_ThrowDiscus_g13_c01,ThrowDiscus
v_YoYo_g09_c02,YoYo
v_LongJump_g08_c01,LongJump
v_HorseRace_g19_c04,HorseRace
v_Mixing_g12_c03,Mixing
v_Biking_g11_c01,Biking
v_Skiing_g21_c07,Skiing
v_JumpRope_g15_c04,JumpRope
v_RockClimbingIndoor_g19_c02,RockClimbingIndoor
v_ApplyLipstick_g18_c03,ApplyLipstick
v_PlayingViolin_g18_c01,PlayingViolin
v_BandMarching_g10_c03,BandMarching
v_PlayingFlute_g08_c01,PlayingFlute
v_Bowling_g20_c03,Bowling
v_WritingOnBoard_g21_c02,WritingOnBoard
v_Punch_g22_c07,Punch
v_HeadMassage_g09_c02,HeadMassage
v_UnevenBars_g15_c03,UnevenBars
v_ThrowDiscus_g23_c01,ThrowDiscus
v_HandStandPushups_g25_c03,HandStandPushups
v_BrushingTeeth_g16_c02,BrushingTeeth
v_GolfSwing_g09_c03,GolfSwing
v_SumoWrestling_g14_c04,SumoWrestling
v_PlayingDaf_g09_c01,PlayingDaf
v_ApplyLipstick_g24_c02,ApplyLipstick
v_BodyWeightSquats_g12_c04,BodyWeightSquats
v_PizzaTossing_g25_c05,PizzaTossing
v_Haircut_g12_c02,Haircut
v_ApplyLipstick_g19_c03,ApplyLipstick
v_ApplyEyeMakeup_g20_c03,ApplyEyeMakeup
v_GolfSwing_g14_c04,GolfSwing
v_HorseRace_g19_c01,HorseRace
v_Fencing_g10_c02,Fencing
v_SalsaSpin_g12_c02,SalsaSpin
v_TableTennisShot_g15_c05,TableTennisShot
v_SalsaSpin_g11_c06,SalsaSpin
v_BenchPress_g24_c06,BenchPress
v_PlayingSitar_g13_c02,PlayingSitar
v_PlayingDaf_g17_c04,PlayingDaf
v_LongJump_g24_c01,LongJump
v_BaseballPitch_g08_c01,BaseballPitch
v_LongJump_g14_c04,LongJump
v_BreastStroke_g15_c01,BreastStroke
v_BabyCrawling_g19_c03,BabyCrawling
v_HulaHoop_g16_c05,HulaHoop
v_Haircut_g16_c03,Haircut
v_FrisbeeCatch_g18_c01,FrisbeeCatch
v_YoYo_g18_c04,YoYo
v_SoccerJuggling_g10_c04,SoccerJuggling
v_RockClimbingIndoor_g20_c02,RockClimbingIndoor
v_FrontCrawl_g14_c07,FrontCrawl
v_HammerThrow_g22_c06,HammerThrow
v_HorseRace_g19_c03,HorseRace
v_BasketballDunk_g17_c04,BasketballDunk
v_Billiards_g25_c04,Billiards
v_IceDancing_g12_c05,IceDancing
v_ShavingBeard_g09_c03,ShavingBeard
v_MilitaryParade_g14_c04,MilitaryParade
v_Shotput_g25_c03,Shotput
v_WalkingWithDog_g17_c02,WalkingWithDog
v_Archery_g15_c03,Archery
v_JugglingBalls_g17_c01,JugglingBalls
v_PlayingFlute_g16_c05,PlayingFlute
v_FrisbeeCatch_g09_c05,FrisbeeCatch
v_Bowling_g12_c01,Bowling
v_HorseRace_g10_c02,HorseRace
v_PlayingViolin_g09_c04,PlayingViolin
v_BoxingPunchingBag_g11_c03,BoxingPunchingBag
v_ApplyEyeMakeup_g10_c02,ApplyEyeMakeup
v_Knitting_g22_c01,Knitting
v_BabyCrawling_g08_c01,BabyCrawling
v_MoppingFloor_g20_c04,MoppingFloor
v_Swing_g20_c02,Swing
v_TrampolineJumping_g11_c04,TrampolineJumping
v_CleanAndJerk_g25_c02,CleanAndJerk
v_ApplyEyeMakeup_g10_c04,ApplyEyeMakeup
v_RopeClimbing_g24_c04,RopeClimbing
v_Lunges_g11_c04,Lunges
v_BaseballPitch_g16_c02,BaseballPitch
v_PoleVault_g25_c06,PoleVault
v_BoxingPunchingBag_g15_c05,BoxingPunchingBag
v_SoccerPenalty_g12_c02,SoccerPenalty
v_WallPushups_g11_c05,WallPushups
v_TennisSwing_g22_c03,TennisSwing
v_PlayingSitar_g17_c02,PlayingSitar
v_PizzaTossing_g20_c03,PizzaTossing
v_Drumming_g24_c01,Drumming
v_HammerThrow_g22_c07,HammerThrow
v_Punch_g25_c07,Punch
v_BabyCrawling_g10_c02,BabyCrawling
v_ApplyLipstick_g17_c03,ApplyLipstick
v_ThrowDiscus_g09_c01,ThrowDiscus
v_RockClimbingIndoor_g17_c04,RockClimbingIndoor
v_PullUps_g13_c02,PullUps
v_BalanceBeam_g20_c01,BalanceBeam
v_Rowing_g11_c05,Rowing
v_SalsaSpin_g12_c01,SalsaSpin
v_RopeClimbing_g16_c03,RopeClimbing
v_PlayingSitar_g15_c03,PlayingSitar
v_HandstandWalking_g18_c01,HandstandWalking
v_HandStandPushups_g20_c05,HandStandPushups
v_Shotput_g22_c02,Shotput
v_WritingOnBoard_g25_c03,WritingOnBoard
v_PlayingPiano_g11_c04,PlayingPiano
v_PlayingPiano_g08_c04,PlayingPiano
v_VolleyballSpiking_g11_c05,VolleyballSpiking
v_Basketball_g17_c03,Basketball
v_YoYo_g09_c04,YoYo
v_SkateBoarding_g08_c04,SkateBoarding
v_PullUps_g16_c02,PullUps
v_MilitaryParade_g24_c02,MilitaryParade
v_SoccerJuggling_g25_c05,SoccerJuggling
v_CuttingInKitchen_g12_c02,CuttingInKitchen
v_Typing_g10_c05,Typing
v_Billiards_g16_c02,Billiards
v_BabyCrawling_g11_c02,BabyCrawling
v_PlayingPiano_g16_c06,PlayingPiano
v_ShavingBeard_g11_c04,ShavingBeard
v_Typing_g19_c02,Typing
v_PlayingFlute_g24_c03,PlayingFlute
v_Billiards_g15_c06,Billiards
v_BrushingTeeth_g12_c01,BrushingTeeth
v_Kayaking_g23_c02,Kayaking
v_Drumming_g12_c01,Drumming
v_CricketShot_g16_c03,CricketShot
v_HandStandPushups_g18_c01,HandStandPushups
v_StillRings_g09_c01,StillRings
v_PlayingDhol_g10_c07,PlayingDhol
v_HandstandWalking_g14_c04,HandstandWalking
v_YoYo_g09_c01,YoYo
v_Typing_g11_c03,Typing
v_JavelinThrow_g11_c05,JavelinThrow
v_PlayingViolin_g16_c04,PlayingViolin
v_BandMarching_g13_c04,BandMarching
v_FieldHockeyPenalty_g19_c02,FieldHockeyPenalty
v_Skijet_g21_c01,Skijet
v_Swing_g12_c04,Swing
v_ThrowDiscus_g23_c04,ThrowDiscus
v_ApplyLipstick_g16_c05,ApplyLipstick
v_Rafting_g20_c03,Rafting
v_Biking_g17_c01,Biking
v_HandstandWalking_g21_c03,HandstandWalking
v_BenchPress_g12_c03,BenchPress
v_PlayingDaf_g11_c05,PlayingDaf
v_Drumming_g19_c07,Drumming
v_HeadMassage_g25_c07,HeadMassage
v_TaiChi_g17_c02,TaiChi
v_UnevenBars_g23_c04,UnevenBars
v_Skijet_g08_c03,Skijet
v_YoYo_g22_c02,YoYo
v_Archery_g24_c05,Archery
v_FrontCrawl_g22_c01,FrontCrawl
v_ThrowDiscus_g20_c01,ThrowDiscus
v_BlowDryHair_g25_c04,BlowDryHair
v_ParallelBars_g24_c02,ParallelBars
v_Knitting_g13_c04,Knitting
v_Swing_g24_c01,Swing
v_Kayaking_g24_c02,Kayaking
v_Biking_g08_c06,Biking
v_Diving_g11_c03,Diving
v_BoxingPunchingBag_g16_c01,BoxingPunchingBag
v_Biking_g19_c03,Biking
v_Fencing_g18_c04,Fencing
v_JugglingBalls_g23_c01,JugglingBalls
v_Billiards_g12_c02,Billiards
v_JugglingBalls_g12_c05,JugglingBalls
v_PlayingDaf_g16_c02,PlayingDaf
v_Fencing_g19_c01,Fencing
v_YoYo_g11_c06,YoYo
v_TaiChi_g18_c03,TaiChi
v_JumpingJack_g15_c01,JumpingJack
v_HorseRiding_g21_c05,HorseRiding
v_CricketBowling_g18_c04,CricketBowling
v_HorseRace_g17_c04,HorseRace
v_BoxingPunchingBag_g09_c04,BoxingPunchingBag
v_BrushingTeeth_g08_c01,BrushingTeeth
v_FieldHockeyPenalty_g23_c04,FieldHockeyPenalty
v_IceDancing_g13_c05,IceDancing
v_PlayingViolin_g10_c01,PlayingViolin
v_SoccerPenalty_g24_c04,SoccerPenalty
v_CricketShot_g10_c06,CricketShot
v_GolfSwing_g23_c07,GolfSwing
v_PlayingDaf_g25_c04,PlayingDaf
v_Rafting_g10_c03,Rafting
v_PlayingSitar_g12_c04,PlayingSitar
v_BenchPress_g21_c03,BenchPress
v_CricketBowling_g20_c01,CricketBowling
v_CricketShot_g08_c03,CricketShot
v_Shotput_g14_c04,Shotput
v_PullUps_g16_c03,PullUps
v_TrampolineJumping_g09_c01,TrampolineJumping
v_BrushingTeeth_g20_c04,BrushingTeeth
v_CricketShot_g16_c01,CricketShot
v_PoleVault_g15_c04,PoleVault
v_Lunges_g21_c05,Lunges
v_WritingOnBoard_g24_c06,WritingOnBoard
v_Archery_g14_c03,Archery
v_PlayingSitar_g13_c04,PlayingSitar
v_WritingOnBoard_g25_c07,WritingOnBoard
v_HandStandPushups_g15_c04,HandStandPushups
v_BreastStroke_g17_c02,BreastStroke
v_FieldHockeyPenalty_g19_c03,FieldHockeyPenalty
v_BoxingPunchingBag_g10_c02,BoxingPunchingBag
v_FrisbeeCatch_g10_c02,FrisbeeCatch
v_CliffDiving_g11_c03,CliffDiving
v_RockClimbingIndoor_g11_c01,RockClimbingIndoor
v_ThrowDiscus_g09_c04,ThrowDiscus
v_ShavingBeard_g09_c04,ShavingBeard
v_BodyWeightSquats_g18_c01,BodyWeightSquats
v_PullUps_g15_c01,PullUps
v_CricketBowling_g16_c05,CricketBowling
v_FieldHockeyPenalty_g23_c02,FieldHockeyPenalty
v_Rowing_g10_c07,Rowing
v_Diving_g08_c05,Diving
v_Knitting_g22_c04,Knitting
v_PlayingCello_g11_c05,PlayingCello
v_PommelHorse_g18_c04,PommelHorse
v_JugglingBalls_g11_c02,JugglingBalls
v_BaseballPitch_g16_c01,BaseballPitch
v_HorseRiding_g13_c01,HorseRiding
v_BalanceBeam_g24_c04,BalanceBeam
v_JavelinThrow_g11_c01,JavelinThrow
v_UnevenBars_g10_c02,UnevenBars
v_HammerThrow_g19_c06,HammerThrow
v_Kayaking_g22_c02,Kayaking
v_BandMarching_g20_c06,BandMarching
v_Biking_g17_c02,Biking
v_JavelinThrow_g16_c04,JavelinThrow
v_BabyCrawling_g13_c03,BabyCrawling
v_SalsaSpin_g21_c02,SalsaSpin
v_BandMarching_g16_c07,BandMarching
v_Shotput_g16_c05,Shotput
v_GolfSwing_g13_c02,GolfSwing
v_ShavingBeard_g13_c03,ShavingBeard
v_ApplyLipstick_g10_c03,ApplyLipstick
v_PoleVault_g10_c05,PoleVault
v_Archery_g12_c03,Archery
v_Basketball_g10_c04,Basketball
v_HighJump_g09_c04,HighJump
v_Lunges_g19_c04,Lunges
v_Biking_g23_c01,Biking
v_Typing_g10_c02,Typing
v_ApplyLipstick_g17_c05,ApplyLipstick
v_TrampolineJumping_g23_c01,TrampolineJumping
v_Billiards_g25_c01,Billiards
v_BlowDryHair_g10_c05,BlowDryHair
v_Bowling_g08_c04,Bowling
v_BoxingSpeedBag_g17_c05,BoxingSpeedBag
v_BlowingCandles_g25_c04,BlowingCandles
v_HeadMassage_g13_c03,HeadMassage
v_CliffDiving_g23_c03,CliffDiving
v_LongJump_g20_c02,LongJump
v_Shotput_g15_c05,Shotput
v_IceDancing_g18_c02,IceDancing
v_HandstandWalking_g16_c03,HandstandWalking
v_HighJump_g18_c04,HighJump
v_Archery_g13_c04,Archery
v_Diving_g20_c02,Diving
v_HeadMassage_g19_c05,HeadMassage
v_Hammering_g15_c07,Hammering
v_RockClimbingIndoor_g22_c02,RockClimbingIndoor
v_Skiing_g08_c01,Skiing
v_PlayingTabla_g18_c05,PlayingTabla
v_GolfSwing_g08_c06,GolfSwing
v_TaiChi_g16_c02,TaiChi
v_PlayingSitar_g08_c06,PlayingSitar
v_FrisbeeCatch_g13_c01,FrisbeeCatch
v_Billiards_g18_c01,Billiards
v_SoccerJuggling_g23_c05,SoccerJuggling
v_PlayingFlute_g08_c07,PlayingFlute
v_TableTennisShot_g08_c02,TableTennisShot
v_Shotput_g25_c01,Shotput
v_FloorGymnastics_g15_c03,FloorGymnastics
v_HighJump_g12_c01,HighJump
v_CleanAndJerk_g18_c02,CleanAndJerk
v_SalsaSpin_g11_c03,SalsaSpin
v_HandStandPushups_g21_c05,HandStandPushups
v_HandStandPushups_g08_c05,HandStandPushups
v_CricketShot_g11_c03,CricketShot
v_PoleVault_g16_c03,PoleVault
v_SoccerJuggling_g25_c06,SoccerJuggling
v_GolfSwing_g23_c04,GolfSwing
v_JavelinThrow_g14_c04,JavelinThrow
v_CliffDiving_g12_c06,CliffDiving
v_ApplyEyeMakeup_g13_c03,ApplyEyeMakeup
v_BoxingSpeedBag_g20_c04,BoxingSpeedBag
v_Swing_g16_c05,Swing
v_Rafting_g08_c01,Rafting
v_Skiing_g13_c03,Skiing
v_WallPushups_g09_c02,WallPushups
v_Rowing_g24_c04,Rowing
v_CricketShot_g14_c06,CricketShot
v_BoxingSpeedBag_g20_c02,BoxingSpeedBag
v_CliffDiving_g20_c07,CliffDiving
v_BrushingTeeth_g12_c05,BrushingTeeth
v_Fencing_g16_c02,Fencing
v_WritingOnBoard_g20_c01,WritingOnBoard
v_Mixing_g23_c03,Mixing
v_JumpRope_g24_c04,JumpRope
v_FrontCrawl_g11_c02,FrontCrawl
v_Skiing_g22_c05,Skiing
v_WritingOnBoard_g23_c04,WritingOnBoard
v_BreastStroke_g13_c04,BreastStroke
v_JumpRope_g21_c01,JumpRope
v_BaseballPitch_g10_c03,BaseballPitch
v_ApplyEyeMakeup_g19_c04,ApplyEyeMakeup
v_PlayingGuitar_g12_c03,PlayingGuitar
v_ApplyEyeMakeup_g16_c02,ApplyEyeMakeup
v_Nunchucks_g08_c02,Nunchucks
v_WalkingWithDog_g20_c04,WalkingWithDog
v_PommelHorse_g13_c03,PommelHorse
v_PlayingPiano_g21_c01,PlayingPiano
v_BoxingSpeedBag_g15_c01,BoxingSpeedBag
v_JugglingBalls_g17_c02,JugglingBalls
v_TableTennisShot_g24_c04,TableTennisShot
v_CricketShot_g16_c06,CricketShot
v_HandstandWalking_g20_c04,HandstandWalking
v_Kayaking_g23_c03,Kayaking
v_Nunchucks_g20_c03,Nunchucks
v_PlayingFlute_g15_c06,PlayingFlute
v_PlayingGuitar_g16_c01,PlayingGuitar
v_CricketShot_g10_c05,CricketShot
v_BreastStroke_g12_c02,BreastStroke
v_Haircut_g16_c02,Haircut
v_SumoWrestling_g15_c03,SumoWrestling
v_Kayaking_g19_c01,Kayaking
v_BlowingCandles_g12_c04,BlowingCandles
v_YoYo_g13_c04,YoYo
v_Swing_g17_c02,Swing
v_BenchPress_g22_c05,BenchPress
v_FloorGymnastics_g10_c03,FloorGymnastics
v_MilitaryParade_g23_c04,MilitaryParade
v_BalanceBeam_g23_c02,BalanceBeam
v_FrisbeeCatch_g14_c05,FrisbeeCatch
v_CricketShot_g20_c01,CricketShot
v_ApplyEyeMakeup_g08_c04,ApplyEyeMakeup
v_Surfing_g25_c01,Surfing
v_Surfing_g08_c02,Surfing
v_WalkingWithDog_g17_c03,WalkingWithDog
v_TaiChi_g13_c02,TaiChi
v_Swing_g16_c04,Swing
v_MilitaryParade_g20_c04,MilitaryParade
v_WritingOnBoard_g12_c04,WritingOnBoard
v_SoccerJuggling_g12_c04,SoccerJuggling
v_HandstandWalking_g14_c01,HandstandWalking
v_Swing_g16_c02,Swing
v_MoppingFloor_g11_c01,MoppingFloor
v_Kayaking_g14_c01,Kayaking
v_TrampolineJumping_g12_c03,TrampolineJumping
v_TennisSwing_g13_c07,TennisSwing
v_TennisSwing_g16_c07,TennisSwing
v_HeadMassage_g25_c02,HeadMassage
v_PlayingTabla_g22_c01,PlayingTabla
v_BasketballDunk_g12_c03,BasketballDunk
v_BreastStroke_g24_c02,BreastStroke
v_FieldHockeyPenalty_g13_c03,FieldHockeyPenalty
v_BoxingPunchingBag_g15_c03,BoxingPunchingBag
v_HighJump_g17_c03,HighJump
v_CricketBowling_g19_c03,CricketBowling
v_SoccerPenalty_g19_c04,SoccerPenalty
v_Drumming_g08_c05,Drumming
v_JumpingJack_g20_c03,JumpingJack
v_HulaHoop_g22_c05,HulaHoop
v_SkateBoarding_g21_c04,SkateBoarding
v_BandMarching_g25_c04,BandMarching
v_SkyDiving_g13_c01,SkyDiving
v_RockClimbingIndoor_g23_c03,RockClimbingIndoor
v_TennisSwing_g08_c05,TennisSwing
v_TableTennisShot_g19_c06,TableTennisShot
v_Typing_g15_c02,Typing
v_JugglingBalls_g23_c02,JugglingBalls
v_JugglingBalls_g25_c03,JugglingBalls
v_Skiing_g18_c01,Skiing
v_BoxingPunchingBag_g25_c02,BoxingPunchingBag
v_FieldHockeyPenalty_g24_c03,FieldHockeyPenalty
v_Surfing_g11_c01,Surfing
v_BreastStroke_g22_c02,BreastStroke
v_BalanceBeam_g11_c04,BalanceBeam
v_IceDancing_g15_c02,IceDancing
v_SalsaSpin_g18_c04,SalsaSpin
v_TaiChi_g13_c01,TaiChi
v_MilitaryParade_g11_c03,MilitaryParade
v_MoppingFloor_g08_c01,MoppingFloor
v_Lunges_g08_c02,Lunges
v_SkyDiving_g14_c01,SkyDiving
v_Haircut_g18_c05,Haircut
v_MoppingFloor_g24_c01,MoppingFloor
v_CricketShot_g10_c03,CricketShot
v_BodyWeightSquats_g17_c02,BodyWeightSquats
v_PlayingGuitar_g14_c02,PlayingGuitar
v_BreastStroke_g12_c03,BreastStroke
v_BreastStroke_g08_c01,BreastStroke
v_Shotput_g18_c01,Shotput
v_ThrowDiscus_g21_c01,ThrowDiscus
v_PlayingFlute_g08_c04,PlayingFlute
v_PullUps_g08_c01,PullUps
v_HorseRiding_g19_c02,HorseRiding
v_WallPushups_g11_c01,WallPushups
v_Mixing_g15_c01,Mixing
v_Rowing_g16_c02,Rowing
v_Rafting_g24_c03,Rafting
v_Haircut_g18_c03,Haircut
v_Punch_g09_c07,Punch
v_BoxingPunchingBag_g22_c02,BoxingPunchingBag
v_BrushingTeeth_g18_c04,BrushingTeeth
v_CricketBowling_g20_c02,CricketBowling
v_PullUps_g17_c03,PullUps
v_Hammering_g24_c04,Hammering
v_CricketShot_g17_c01,CricketShot
v_SkyDiving_g25_c01,SkyDiving
v_PushUps_g13_c03,PushUps
v_BoxingPunchingBag_g25_c01,BoxingPunchingBag
v_PullUps_g24_c02,PullUps
v_CliffDiving_g20_c01,CliffDiving
v_BandMarching_g17_c02,BandMarching
v_HorseRiding_g17_c06,HorseRiding
v_ParallelBars_g25_c01,ParallelBars
v_Billiards_g19_c06,Billiards
v_FloorGymnastics_g08_c02,FloorGymnastics
v_FloorGymnastics_g18_c01,FloorGymnastics
v_PlayingFlute_g10_c01,PlayingFlute
v_PlayingTabla_g23_c04,PlayingTabla
v_WritingOnBoard_g23_c01,WritingOnBoard
v_Typing_g16_c01,Typing
v_PlayingPiano_g18_c02,PlayingPiano
v_ApplyLipstick_g13_c02,ApplyLipstick
v_UnevenBars_g13_c02,UnevenBars
v_BrushingTeeth_g11_c04,BrushingTeeth
v_FrisbeeCatch_g08_c01,FrisbeeCatch
v_Knitting_g15_c03,Knitting
v_SoccerJuggling_g19_c02,SoccerJuggling
v_Diving_g21_c01,Diving
v_Bowling_g15_c04,Bowling
v_Skiing_g11_c01,Skiing
v_TaiChi_g23_c03,TaiChi
v_YoYo_g16_c05,YoYo
v_PlayingFlute_g15_c02,PlayingFlute
v_BrushingTeeth_g25_c02,BrushingTeeth
v_PizzaTossing_g24_c01,PizzaTossing
v_HammerThrow_g08_c02,HammerThrow
v_BrushingTeeth_g13_c04,BrushingTeeth
v_TaiChi_g12_c04,TaiChi
v_JugglingBalls_g18_c02,JugglingBalls
v_WalkingWithDog_g08_c04,WalkingWithDog
v_ShavingBeard_g14_c03,ShavingBeard
v_Mixing_g13_c01,Mixing
v_Rowing_g10_c01,Rowing
v_Haircut_g16_c01,Haircut
v_CricketBowling_g20_c05,CricketBowling
v_PlayingFlute_g15_c01,PlayingFlute
v_BodyWeightSquats_g08_c02,BodyWeightSquats
v_HandstandWalking_g20_c03,HandstandWalking
v_TennisSwing_g11_c02,TennisSwing
v_SoccerPenalty_g08_c06,SoccerPenalty
v_Diving_g10_c06,Diving
